opportunity_id,product_ids,sales_rep_name,client_location_id,new_flag,created_date,update_date,projected_close_date,sales_stage,comments,renewal_flag,opportunity_amount
2194,"[3, 1, 2, 4]",sales_rep_6,2,N,2022-05-19,2022-07-08,2022-10-30,closed/won,,False,4132378
2195,"[2, 1, 4]",sales_rep_71,9,N,2022-07-04,2022-09-26,2022-11-11,prospecting,,False,0
2195,"[2, 1, 4]",sales_rep_71,9,N,2022-07-04,2022-09-26,2022-11-11,acquire,,False,0
2195,"[2, 1, 4]",sales_rep_71,9,N,2022-07-04,2022-09-26,2022-11-11,closed/lost,,False,0
2196,"[2, 3, 1]",sales_rep_87,4,N,2022-10-13,2022-11-01,2022-11-25,prospecting,,False,0
2196,"[2, 3, 1]",sales_rep_87,4,N,2022-10-13,2022-11-01,2022-11-25,acquire,,False,0
2196,"[2, 3, 1]",sales_rep_87,4,N,2022-10-13,2022-11-01,2022-11-25,closed/lost,,False,0
2197,[3],sales_rep_78,3,N,2021-06-27,2021-09-18,2022-03-31,prospecting,,False,0
2197,[3],sales_rep_78,3,N,2021-06-27,2021-09-18,2022-03-31,acquire,,False,0
2197,[3],sales_rep_78,3,N,2021-06-27,2021-09-18,2022-03-31,closed/won,,False,0
2198,"[4, 3, 1]",sales_rep_36,1,N,2021-11-20,2022-01-22,2022-01-24,prospecting,,False,1483524
2198,"[4, 3, 1]",sales_rep_36,1,N,2021-11-20,2022-01-22,2022-01-24,acquire,,False,1483524
2198,"[4, 3, 1]",sales_rep_36,1,N,2021-11-20,2022-01-22,2022-01-24,closed/won,,False,1483524
2199,"[1, 3]",sales_rep_72,2,N,2022-05-04,2022-09-24,2022-11-22,prospecting,,False,1025792
2199,"[1, 3]",sales_rep_72,2,N,2022-05-04,2022-09-24,2022-11-22,acquire,,False,1025792
2199,"[1, 3]",sales_rep_72,2,N,2022-05-04,2022-09-24,2022-11-22,closed/lost,,False,1025792
2200,"[4, 1, 3, 2]",sales_rep_81,7,N,2021-02-24,2022-02-11,2022-04-02,prospecting,,True,2683
2200,"[4, 1, 3, 2]",sales_rep_81,7,N,2021-02-24,2022-02-11,2022-04-02,acquire,difficult deal,True,2683
2200,"[4, 1, 3, 2]",sales_rep_81,7,N,2021-02-24,2022-02-11,2022-04-02,prospecting,,True,2683
2200,"[4, 1, 3, 2]",sales_rep_81,7,N,2021-02-24,2022-02-11,2022-04-02,acquire,,True,2683
2200,"[4, 1, 3, 2]",sales_rep_81,7,N,2021-02-24,2022-02-11,2022-04-02,closed/won,,True,2683
2201,[4],sales_rep_97,3,Y,2021-10-30,2022-11-15,2022-11-25,prospecting,,False,49294
2201,[4],sales_rep_97,3,Y,2021-10-30,2022-11-15,2022-11-25,acquire,,False,49294
2201,[4],sales_rep_97,3,Y,2021-10-30,2022-11-15,2022-11-25,closed/lost,,False,49294
2202,"[3, 2]",sales_rep_80,2,Y,2021-06-30,2021-08-28,2022-02-17,prospecting,,False,2049494
2202,"[3, 2]",sales_rep_80,2,Y,2021-06-30,2021-08-28,2022-02-17,acquire,,False,2049494
2202,"[3, 2]",sales_rep_80,2,Y,2021-06-30,2021-08-28,2022-02-17,closed/won,,False,2049494
2203,"[4, 2]",sales_rep_18,8,Y,2022-02-13,2022-03-24,2022-07-24,prospecting,,False,786
2203,"[4, 2]",sales_rep_18,8,Y,2022-02-13,2022-03-24,2022-07-24,acquire,,False,786
2203,"[4, 2]",sales_rep_18,8,Y,2022-02-13,2022-03-24,2022-07-24,closed/won,,False,786
2204,"[1, 4]",sales_rep_23,9,N,2022-02-08,2022-10-13,2022-10-29,prospecting,,False,5648242
2204,"[1, 4]",sales_rep_23,9,N,2022-02-08,2022-10-13,2022-10-29,acquire,difficult deal,False,5648242
2204,"[1, 4]",sales_rep_23,9,N,2022-02-08,2022-10-13,2022-10-29,prospecting,,False,5648242
2204,"[1, 4]",sales_rep_23,9,N,2022-02-08,2022-10-13,2022-10-29,acquire,,False,5648242
2204,"[1, 4]",sales_rep_23,9,N,2022-02-08,2022-10-13,2022-10-29,closed/lost,,False,5648242
2205,"[1, 2, 3]",sales_rep_99,2,Y,2021-01-29,2021-05-04,2021-08-28,prospecting,,False,1140480
2205,"[1, 2, 3]",sales_rep_99,2,Y,2021-01-29,2021-05-04,2021-08-28,acquire,,False,1140480
2205,"[1, 2, 3]",sales_rep_99,2,Y,2021-01-29,2021-05-04,2021-08-28,closed/won,,False,1140480
2206,"[4, 2]",sales_rep_88,7,Y,2021-01-27,2021-07-02,2022-06-19,prospecting,,False,17108
2206,"[4, 2]",sales_rep_88,7,Y,2021-01-27,2021-07-02,2022-06-19,acquire,,False,17108
2206,"[4, 2]",sales_rep_88,7,Y,2021-01-27,2021-07-02,2022-06-19,closed/lost,,False,17108
2207,"[3, 1, 2, 4]",sales_rep_49,3,Y,2021-10-21,2022-11-10,2022-11-20,prospecting,,False,6751045
2207,"[3, 1, 2, 4]",sales_rep_49,3,Y,2021-10-21,2022-11-10,2022-11-20,acquire,,False,6751045
2207,"[3, 1, 2, 4]",sales_rep_49,3,Y,2021-10-21,2022-11-10,2022-11-20,closed/lost,,False,6751045
2208,"[4, 3, 1]",sales_rep_42,4,N,2021-10-19,2022-01-03,2022-07-09,prospecting,,False,318851
2208,"[4, 3, 1]",sales_rep_42,4,N,2021-10-19,2022-01-03,2022-07-09,acquire,,False,318851
2208,"[4, 3, 1]",sales_rep_42,4,N,2021-10-19,2022-01-03,2022-07-09,closed/lost,,False,318851
2209,"[2, 1, 3]",sales_rep_66,6,Y,2022-03-06,2022-08-31,2022-09-13,prospecting,,False,8
2209,"[2, 1, 3]",sales_rep_66,6,Y,2022-03-06,2022-08-31,2022-09-13,acquire,,False,8
2209,"[2, 1, 3]",sales_rep_66,6,Y,2022-03-06,2022-08-31,2022-09-13,closed/lost,,False,8
2210,"[1, 3, 4, 2]",sales_rep_24,1,N,2021-12-08,2022-10-30,2022-11-25,prospecting,,False,4869998
2210,"[1, 3, 4, 2]",sales_rep_24,1,N,2021-12-08,2022-10-30,2022-11-25,acquire,difficult deal,False,4869998
2210,"[1, 3, 4, 2]",sales_rep_24,1,N,2021-12-08,2022-10-30,2022-11-25,prospecting,,False,4869998
2210,"[1, 3, 4, 2]",sales_rep_24,1,N,2021-12-08,2022-10-30,2022-11-25,acquire,,False,4869998
2210,"[1, 3, 4, 2]",sales_rep_24,1,N,2021-12-08,2022-10-30,2022-11-25,closed/lost,,False,4869998
2211,"[3, 2, 4]",sales_rep_93,6,Y,2022-10-19,2022-10-29,2022-11-18,prospecting,,False,1526815
2211,"[3, 2, 4]",sales_rep_93,6,Y,2022-10-19,2022-10-29,2022-11-18,acquire,,False,1526815
2211,"[3, 2, 4]",sales_rep_93,6,Y,2022-10-19,2022-10-29,2022-11-18,closed/lost,,False,1526815
2212,[2],sales_rep_74,6,N,2021-10-28,2022-04-12,2022-11-20,prospecting,,False,2421
2212,[2],sales_rep_74,6,N,2021-10-28,2022-04-12,2022-11-20,acquire,,False,2421
2212,[2],sales_rep_74,6,N,2021-10-28,2022-04-12,2022-11-20,closed/won,,False,2421
2213,"[3, 1]",sales_rep_50,2,N,2022-05-02,2022-06-22,2022-07-24,prospecting,,False,0
2213,"[3, 1]",sales_rep_50,2,N,2022-05-02,2022-06-22,2022-07-24,acquire,difficult deal,False,0
2213,"[3, 1]",sales_rep_50,2,N,2022-05-02,2022-06-22,2022-07-24,prospecting,,False,0
2213,"[3, 1]",sales_rep_50,2,N,2022-05-02,2022-06-22,2022-07-24,acquire,,False,0
2213,"[3, 1]",sales_rep_50,2,N,2022-05-02,2022-06-22,2022-07-24,closed/lost,,False,0
2214,[2],sales_rep_86,5,N,2022-10-18,2022-11-20,2022-11-27,prospecting,,True,1674381
2214,[2],sales_rep_86,5,N,2022-10-18,2022-11-20,2022-11-27,acquire,,True,1674381
2214,[2],sales_rep_86,5,N,2022-10-18,2022-11-20,2022-11-27,closed/lost,,True,1674381
2215,"[4, 2, 3, 1]",sales_rep_59,5,N,2021-06-20,2022-04-18,2022-04-24,prospecting,,True,841827
2215,"[4, 2, 3, 1]",sales_rep_59,5,N,2021-06-20,2022-04-18,2022-04-24,acquire,,True,841827
2215,"[4, 2, 3, 1]",sales_rep_59,5,N,2021-06-20,2022-04-18,2022-04-24,closed/lost,,True,841827
2216,"[3, 1]",sales_rep_35,5,N,2022-09-26,2022-10-20,2022-11-28,prospecting,,False,0
2216,"[3, 1]",sales_rep_35,5,N,2022-09-26,2022-10-20,2022-11-28,acquire,,False,0
2216,"[3, 1]",sales_rep_35,5,N,2022-09-26,2022-10-20,2022-11-28,closed/won,,False,0
2217,"[2, 3, 4]",sales_rep_60,4,N,2021-01-28,2022-09-26,2022-09-30,prospecting,,False,7165
2217,"[2, 3, 4]",sales_rep_60,4,N,2021-01-28,2022-09-26,2022-09-30,acquire,,False,7165
2217,"[2, 3, 4]",sales_rep_60,4,N,2021-01-28,2022-09-26,2022-09-30,closed/won,,False,7165
2218,[1],sales_rep_65,4,Y,2022-03-31,2022-07-24,2022-07-31,prospecting,,False,0
2218,[1],sales_rep_65,4,Y,2022-03-31,2022-07-24,2022-07-31,acquire,,False,0
2218,[1],sales_rep_65,4,Y,2022-03-31,2022-07-24,2022-07-31,closed/lost,,False,0
2219,"[1, 2, 4]",sales_rep_69,7,N,2022-11-30,2022-11-30,2022-11-30,prospecting,,False,1085842
2219,"[1, 2, 4]",sales_rep_69,7,N,2022-11-30,2022-11-30,2022-11-30,acquire,,False,1085842
2219,"[1, 2, 4]",sales_rep_69,7,N,2022-11-30,2022-11-30,2022-11-30,closed/lost,,False,1085842
2220,"[3, 4]",sales_rep_22,7,N,2022-11-21,2022-11-29,2022-11-29,prospecting,,False,3
2220,"[3, 4]",sales_rep_22,7,N,2022-11-21,2022-11-29,2022-11-29,acquire,,False,3
2220,"[3, 4]",sales_rep_22,7,N,2022-11-21,2022-11-29,2022-11-29,closed/lost,,False,3
2221,[4],sales_rep_60,3,N,2022-10-20,2022-11-13,2022-11-20,prospecting,,False,0
2221,[4],sales_rep_60,3,N,2022-10-20,2022-11-13,2022-11-20,acquire,,False,0
2221,[4],sales_rep_60,3,N,2022-10-20,2022-11-13,2022-11-20,closed/lost,,False,0
2222,"[4, 1, 2]",sales_rep_30,2,N,2021-02-27,2022-01-31,2022-11-01,prospecting,,False,216
2222,"[4, 1, 2]",sales_rep_30,2,N,2021-02-27,2022-01-31,2022-11-01,acquire,,False,216
2222,"[4, 1, 2]",sales_rep_30,2,N,2021-02-27,2022-01-31,2022-11-01,closed/won,,False,216
2223,[1],sales_rep_71,6,N,2021-10-17,2022-10-12,2022-11-14,prospecting,,False,0
2223,[1],sales_rep_71,6,N,2021-10-17,2022-10-12,2022-11-14,acquire,,False,0
2223,[1],sales_rep_71,6,N,2021-10-17,2022-10-12,2022-11-14,closed/won,,False,0
2224,"[2, 4, 3, 1]",sales_rep_90,3,N,2022-05-13,2022-09-19,2022-11-30,prospecting,,False,9409915
2224,"[2, 4, 3, 1]",sales_rep_90,3,N,2022-05-13,2022-09-19,2022-11-30,acquire,,False,9409915
2224,"[2, 4, 3, 1]",sales_rep_90,3,N,2022-05-13,2022-09-19,2022-11-30,closed/lost,,False,9409915
2225,[1],sales_rep_58,5,Y,2022-01-28,2022-09-11,2022-10-10,prospecting,,False,6340396
2225,[1],sales_rep_58,5,Y,2022-01-28,2022-09-11,2022-10-10,acquire,,False,6340396
2225,[1],sales_rep_58,5,Y,2022-01-28,2022-09-11,2022-10-10,closed/lost,,False,6340396
2226,"[1, 3]",sales_rep_30,5,Y,2021-12-16,2021-12-24,2022-05-29,prospecting,,False,0
2226,"[1, 3]",sales_rep_30,5,Y,2021-12-16,2021-12-24,2022-05-29,acquire,,False,0
2226,"[1, 3]",sales_rep_30,5,Y,2021-12-16,2021-12-24,2022-05-29,closed/won,,False,0
2227,"[1, 2, 3, 4]",sales_rep_52,3,Y,2022-04-13,2022-06-03,2022-10-05,prospecting,,False,0
2227,"[1, 2, 3, 4]",sales_rep_52,3,Y,2022-04-13,2022-06-03,2022-10-05,acquire,,False,0
2227,"[1, 2, 3, 4]",sales_rep_52,3,Y,2022-04-13,2022-06-03,2022-10-05,closed/won,,False,0
2228,"[3, 1, 4, 2]",sales_rep_46,9,N,2021-04-18,2021-09-07,2021-12-07,prospecting,,False,417001
2228,"[3, 1, 4, 2]",sales_rep_46,9,N,2021-04-18,2021-09-07,2021-12-07,acquire,,False,417001
2228,"[3, 1, 4, 2]",sales_rep_46,9,N,2021-04-18,2021-09-07,2021-12-07,closed/won,,False,417001
2229,"[3, 2]",sales_rep_36,2,N,2022-04-25,2022-11-10,2022-11-22,prospecting,,False,1
2229,"[3, 2]",sales_rep_36,2,N,2022-04-25,2022-11-10,2022-11-22,acquire,,False,1
2229,"[3, 2]",sales_rep_36,2,N,2022-04-25,2022-11-10,2022-11-22,closed/won,,False,1
2230,"[1, 4, 3]",sales_rep_97,7,N,2022-08-02,2022-09-17,2022-11-11,prospecting,,True,61589
2230,"[1, 4, 3]",sales_rep_97,7,N,2022-08-02,2022-09-17,2022-11-11,acquire,difficult deal,True,61589
2230,"[1, 4, 3]",sales_rep_97,7,N,2022-08-02,2022-09-17,2022-11-11,prospecting,,True,61589
2230,"[1, 4, 3]",sales_rep_97,7,N,2022-08-02,2022-09-17,2022-11-11,acquire,,True,61589
2230,"[1, 4, 3]",sales_rep_97,7,N,2022-08-02,2022-09-17,2022-11-11,closed/won,,True,61589
2231,[2],sales_rep_19,6,Y,2021-09-30,2021-11-22,2022-01-26,prospecting,,True,0
2231,[2],sales_rep_19,6,Y,2021-09-30,2021-11-22,2022-01-26,acquire,,True,0
2231,[2],sales_rep_19,6,Y,2021-09-30,2021-11-22,2022-01-26,closed/lost,,True,0
2232,"[3, 2, 1]",sales_rep_29,6,N,2021-02-14,2022-05-31,2022-07-07,prospecting,,False,11350
2232,"[3, 2, 1]",sales_rep_29,6,N,2021-02-14,2022-05-31,2022-07-07,acquire,difficult deal,False,11350
2232,"[3, 2, 1]",sales_rep_29,6,N,2021-02-14,2022-05-31,2022-07-07,prospecting,,False,11350
2232,"[3, 2, 1]",sales_rep_29,6,N,2021-02-14,2022-05-31,2022-07-07,acquire,,False,11350
2232,"[3, 2, 1]",sales_rep_29,6,N,2021-02-14,2022-05-31,2022-07-07,closed/lost,,False,11350
2233,"[2, 3]",sales_rep_84,2,N,2021-04-24,2022-09-20,2022-11-23,prospecting,,False,81
2233,"[2, 3]",sales_rep_84,2,N,2021-04-24,2022-09-20,2022-11-23,acquire,,False,81
2233,"[2, 3]",sales_rep_84,2,N,2021-04-24,2022-09-20,2022-11-23,closed/won,,False,81
2234,"[2, 3, 1]",sales_rep_28,2,N,2022-06-30,2022-07-01,2022-10-24,prospecting,,False,1803625
2234,"[2, 3, 1]",sales_rep_28,2,N,2022-06-30,2022-07-01,2022-10-24,acquire,,False,1803625
2234,"[2, 3, 1]",sales_rep_28,2,N,2022-06-30,2022-07-01,2022-10-24,closed/won,,False,1803625
2235,"[4, 2, 3, 1]",sales_rep_13,2,Y,2022-06-02,2022-06-23,2022-07-15,prospecting,,False,0
2235,"[4, 2, 3, 1]",sales_rep_13,2,Y,2022-06-02,2022-06-23,2022-07-15,acquire,,False,0
2235,"[4, 2, 3, 1]",sales_rep_13,2,Y,2022-06-02,2022-06-23,2022-07-15,closed/lost,,False,0
2236,[2],sales_rep_17,1,N,2021-01-26,2021-08-08,2021-08-19,prospecting,,False,127255
2236,[2],sales_rep_17,1,N,2021-01-26,2021-08-08,2021-08-19,acquire,,False,127255
2236,[2],sales_rep_17,1,N,2021-01-26,2021-08-08,2021-08-19,closed/won,,False,127255
2237,"[3, 4, 2]",sales_rep_66,8,N,2022-06-27,2022-06-30,2022-09-13,prospecting,,True,0
2237,"[3, 4, 2]",sales_rep_66,8,N,2022-06-27,2022-06-30,2022-09-13,acquire,,True,0
2237,"[3, 4, 2]",sales_rep_66,8,N,2022-06-27,2022-06-30,2022-09-13,closed/lost,,True,0
2238,[2],sales_rep_58,5,N,2022-01-05,2022-07-18,2022-10-12,prospecting,,True,1329624
2238,[2],sales_rep_58,5,N,2022-01-05,2022-07-18,2022-10-12,acquire,,True,1329624
2238,[2],sales_rep_58,5,N,2022-01-05,2022-07-18,2022-10-12,closed/lost,,True,1329624
2239,"[1, 4, 2]",sales_rep_76,6,Y,2021-08-01,2021-08-25,2022-10-16,prospecting,,True,0
2239,"[1, 4, 2]",sales_rep_76,6,Y,2021-08-01,2021-08-25,2022-10-16,acquire,,True,0
2239,"[1, 4, 2]",sales_rep_76,6,Y,2021-08-01,2021-08-25,2022-10-16,closed/won,,True,0
2240,[1],sales_rep_33,2,N,2022-11-29,2022-11-29,2022-11-29,prospecting,,True,5980752
2240,[1],sales_rep_33,2,N,2022-11-29,2022-11-29,2022-11-29,acquire,,True,5980752
2240,[1],sales_rep_33,2,N,2022-11-29,2022-11-29,2022-11-29,closed/won,,True,5980752
2241,"[4, 3, 2, 1]",sales_rep_70,7,N,2022-11-18,2022-11-24,2022-11-27,prospecting,,False,-9999
2241,"[4, 3, 2, 1]",sales_rep_70,7,N,2022-11-18,2022-11-24,2022-11-27,acquire,,False,-9999
2241,"[4, 3, 2, 1]",sales_rep_70,7,N,2022-11-18,2022-11-24,2022-11-27,closed/lost,,False,-9999
2242,[2],sales_rep_93,9,N,2022-10-22,2022-11-15,2022-11-26,prospecting,,False,1
2242,[2],sales_rep_93,9,N,2022-10-22,2022-11-15,2022-11-26,acquire,difficult deal,False,1
2242,[2],sales_rep_93,9,N,2022-10-22,2022-11-15,2022-11-26,prospecting,,False,1
2242,[2],sales_rep_93,9,N,2022-10-22,2022-11-15,2022-11-26,acquire,,False,1
2242,[2],sales_rep_93,9,N,2022-10-22,2022-11-15,2022-11-26,closed/lost,,False,1
2243,"[4, 2]",sales_rep_29,5,Y,2022-10-08,2022-11-10,2022-11-26,prospecting,,True,5708235
2243,"[4, 2]",sales_rep_29,5,Y,2022-10-08,2022-11-10,2022-11-26,acquire,,True,5708235
2243,"[4, 2]",sales_rep_29,5,Y,2022-10-08,2022-11-10,2022-11-26,closed/won,,True,5708235
2244,"[1, 2, 3]",sales_rep_10,5,N,2022-05-27,2022-10-17,2022-10-22,prospecting,,False,56390
2244,"[1, 2, 3]",sales_rep_10,5,N,2022-05-27,2022-10-17,2022-10-22,acquire,,False,56390
2244,"[1, 2, 3]",sales_rep_10,5,N,2022-05-27,2022-10-17,2022-10-22,closed/lost,,False,56390
2245,"[4, 2, 1]",sales_rep_5,2,N,2021-06-01,2022-02-22,2022-04-03,prospecting,,False,0
2245,"[4, 2, 1]",sales_rep_5,2,N,2021-06-01,2022-02-22,2022-04-03,acquire,,False,0
2245,"[4, 2, 1]",sales_rep_5,2,N,2021-06-01,2022-02-22,2022-04-03,closed/won,,False,0
2246,"[4, 3, 1]",sales_rep_94,8,N,2021-11-22,2022-08-06,2022-10-18,prospecting,,False,4550168
2246,"[4, 3, 1]",sales_rep_94,8,N,2021-11-22,2022-08-06,2022-10-18,acquire,,False,4550168
2246,"[4, 3, 1]",sales_rep_94,8,N,2021-11-22,2022-08-06,2022-10-18,closed/won,,False,4550168
2247,"[3, 4, 1]",sales_rep_83,6,N,2022-01-21,2022-07-14,2022-09-08,prospecting,,False,0
2247,"[3, 4, 1]",sales_rep_83,6,N,2022-01-21,2022-07-14,2022-09-08,acquire,,False,0
2247,"[3, 4, 1]",sales_rep_83,6,N,2022-01-21,2022-07-14,2022-09-08,closed/lost,,False,0
2248,[1],sales_rep_34,5,N,2022-01-03,2022-05-26,2022-11-04,prospecting,,False,5278168
2248,[1],sales_rep_34,5,N,2022-01-03,2022-05-26,2022-11-04,acquire,difficult deal,False,5278168
2248,[1],sales_rep_34,5,N,2022-01-03,2022-05-26,2022-11-04,prospecting,,False,5278168
2248,[1],sales_rep_34,5,N,2022-01-03,2022-05-26,2022-11-04,acquire,,False,5278168
2248,[1],sales_rep_34,5,N,2022-01-03,2022-05-26,2022-11-04,closed/lost,,False,5278168
2249,"[3, 1]",sales_rep_21,2,Y,2022-02-11,2022-05-25,2022-06-26,prospecting,,False,948828
2249,"[3, 1]",sales_rep_21,2,Y,2022-02-11,2022-05-25,2022-06-26,acquire,difficult deal,False,948828
2249,"[3, 1]",sales_rep_21,2,Y,2022-02-11,2022-05-25,2022-06-26,prospecting,,False,948828
2249,"[3, 1]",sales_rep_21,2,Y,2022-02-11,2022-05-25,2022-06-26,acquire,,False,948828
2249,"[3, 1]",sales_rep_21,2,Y,2022-02-11,2022-05-25,2022-06-26,closed/lost,,False,948828
2250,"[1, 3, 4, 2]",sales_rep_75,3,Y,2021-12-29,2022-01-06,2022-01-13,prospecting,,False,5
2250,"[1, 3, 4, 2]",sales_rep_75,3,Y,2021-12-29,2022-01-06,2022-01-13,acquire,,False,5
2250,"[1, 3, 4, 2]",sales_rep_75,3,Y,2021-12-29,2022-01-06,2022-01-13,closed/lost,,False,5
2251,"[1, 3]",sales_rep_81,9,N,2021-09-29,2021-12-18,2022-06-13,prospecting,,False,3752934
2251,"[1, 3]",sales_rep_81,9,N,2021-09-29,2021-12-18,2022-06-13,acquire,,False,3752934
2251,"[1, 3]",sales_rep_81,9,N,2021-09-29,2021-12-18,2022-06-13,closed/won,,False,3752934
2252,"[3, 1, 4]",sales_rep_90,2,N,2022-06-22,2022-10-19,2022-11-30,prospecting,,True,324229
2252,"[3, 1, 4]",sales_rep_90,2,N,2022-06-22,2022-10-19,2022-11-30,acquire,,True,324229
2252,"[3, 1, 4]",sales_rep_90,2,N,2022-06-22,2022-10-19,2022-11-30,closed/won,,True,324229
2253,"[2, 4, 3, 1]",sales_rep_90,8,N,2022-06-05,2022-11-28,2022-11-29,prospecting,,False,6934
2253,"[2, 4, 3, 1]",sales_rep_90,8,N,2022-06-05,2022-11-28,2022-11-29,acquire,,False,6934
2253,"[2, 4, 3, 1]",sales_rep_90,8,N,2022-06-05,2022-11-28,2022-11-29,closed/lost,,False,6934
2254,"[2, 1, 3]",sales_rep_26,9,N,2021-08-11,2022-07-08,2022-07-14,prospecting,,False,266246
2254,"[2, 1, 3]",sales_rep_26,9,N,2021-08-11,2022-07-08,2022-07-14,acquire,,False,266246
2254,"[2, 1, 3]",sales_rep_26,9,N,2021-08-11,2022-07-08,2022-07-14,closed/won,,False,266246
2255,"[2, 1]",sales_rep_7,6,N,2021-09-14,2022-05-12,2022-07-31,prospecting,,True,818
2255,"[2, 1]",sales_rep_7,6,N,2021-09-14,2022-05-12,2022-07-31,acquire,,True,818
2255,"[2, 1]",sales_rep_7,6,N,2021-09-14,2022-05-12,2022-07-31,closed/won,,True,818
2256,[3],sales_rep_84,5,N,2022-10-11,2022-10-13,2022-11-21,prospecting,,False,0
2256,[3],sales_rep_84,5,N,2022-10-11,2022-10-13,2022-11-21,acquire,difficult deal,False,0
2256,[3],sales_rep_84,5,N,2022-10-11,2022-10-13,2022-11-21,prospecting,,False,0
2256,[3],sales_rep_84,5,N,2022-10-11,2022-10-13,2022-11-21,acquire,,False,0
2256,[3],sales_rep_84,5,N,2022-10-11,2022-10-13,2022-11-21,closed/won,,False,0
2257,"[2, 3, 4, 1]",sales_rep_25,9,N,2021-07-14,2022-04-16,2022-08-19,prospecting,,True,0
2257,"[2, 3, 4, 1]",sales_rep_25,9,N,2021-07-14,2022-04-16,2022-08-19,acquire,,True,0
2257,"[2, 3, 4, 1]",sales_rep_25,9,N,2021-07-14,2022-04-16,2022-08-19,closed/lost,,True,0
2258,[2],sales_rep_10,2,N,2021-07-08,2021-12-03,2022-10-06,prospecting,,True,186
2258,[2],sales_rep_10,2,N,2021-07-08,2021-12-03,2022-10-06,acquire,,True,186
2258,[2],sales_rep_10,2,N,2021-07-08,2021-12-03,2022-10-06,closed/lost,,True,186
2259,"[2, 3]",sales_rep_78,4,Y,2022-03-05,2022-09-10,2022-10-13,prospecting,,False,2
2259,"[2, 3]",sales_rep_78,4,Y,2022-03-05,2022-09-10,2022-10-13,acquire,difficult deal,False,2
2259,"[2, 3]",sales_rep_78,4,Y,2022-03-05,2022-09-10,2022-10-13,prospecting,,False,2
2259,"[2, 3]",sales_rep_78,4,Y,2022-03-05,2022-09-10,2022-10-13,acquire,,False,2
2259,"[2, 3]",sales_rep_78,4,Y,2022-03-05,2022-09-10,2022-10-13,closed/won,,False,2
2260,"[4, 2, 3, 1]",sales_rep_77,7,Y,2022-11-14,2022-11-18,2022-11-26,prospecting,,False,208414
2260,"[4, 2, 3, 1]",sales_rep_77,7,Y,2022-11-14,2022-11-18,2022-11-26,acquire,,False,208414
2260,"[4, 2, 3, 1]",sales_rep_77,7,Y,2022-11-14,2022-11-18,2022-11-26,closed/won,,False,208414
2261,"[2, 1]",sales_rep_53,4,N,2022-04-14,2022-10-08,2022-10-14,prospecting,,False,940592
2261,"[2, 1]",sales_rep_53,4,N,2022-04-14,2022-10-08,2022-10-14,acquire,,False,940592
2261,"[2, 1]",sales_rep_53,4,N,2022-04-14,2022-10-08,2022-10-14,closed/won,,False,940592
2262,"[2, 1, 4]",sales_rep_84,4,N,2022-02-20,2022-05-25,2022-09-02,prospecting,,False,31631
2262,"[2, 1, 4]",sales_rep_84,4,N,2022-02-20,2022-05-25,2022-09-02,acquire,difficult deal,False,31631
2262,"[2, 1, 4]",sales_rep_84,4,N,2022-02-20,2022-05-25,2022-09-02,prospecting,,False,31631
2262,"[2, 1, 4]",sales_rep_84,4,N,2022-02-20,2022-05-25,2022-09-02,acquire,,False,31631
2262,"[2, 1, 4]",sales_rep_84,4,N,2022-02-20,2022-05-25,2022-09-02,closed/won,,False,31631
2263,"[3, 4, 1, 2]",sales_rep_66,7,N,2021-05-23,2021-10-18,2022-10-26,prospecting,,False,4846
2263,"[3, 4, 1, 2]",sales_rep_66,7,N,2021-05-23,2021-10-18,2022-10-26,acquire,,False,4846
2263,"[3, 4, 1, 2]",sales_rep_66,7,N,2021-05-23,2021-10-18,2022-10-26,closed/lost,,False,4846
2264,"[2, 1, 4]",sales_rep_72,6,N,2022-10-08,2022-11-08,2022-11-15,prospecting,,True,8223
2264,"[2, 1, 4]",sales_rep_72,6,N,2022-10-08,2022-11-08,2022-11-15,acquire,,True,8223
2264,"[2, 1, 4]",sales_rep_72,6,N,2022-10-08,2022-11-08,2022-11-15,closed/won,,True,8223
2265,"[1, 3, 4, 2]",sales_rep_99,5,Y,2022-03-06,2022-03-14,2022-04-15,prospecting,,False,16042
2265,"[1, 3, 4, 2]",sales_rep_99,5,Y,2022-03-06,2022-03-14,2022-04-15,acquire,,False,16042
2265,"[1, 3, 4, 2]",sales_rep_99,5,Y,2022-03-06,2022-03-14,2022-04-15,closed/won,,False,16042
2266,[3],sales_rep_64,9,N,2022-03-02,2022-08-17,2022-09-26,prospecting,,False,4663096
2266,[3],sales_rep_64,9,N,2022-03-02,2022-08-17,2022-09-26,acquire,,False,4663096
2266,[3],sales_rep_64,9,N,2022-03-02,2022-08-17,2022-09-26,closed/won,,False,4663096
2267,[2],sales_rep_14,6,Y,2021-08-10,2022-08-18,2022-11-25,prospecting,,False,7568
2267,[2],sales_rep_14,6,Y,2021-08-10,2022-08-18,2022-11-25,acquire,,False,7568
2267,[2],sales_rep_14,6,Y,2021-08-10,2022-08-18,2022-11-25,closed/lost,,False,7568
2268,"[3, 1, 4, 2]",sales_rep_38,4,Y,2021-08-25,2022-07-11,2022-11-03,prospecting,,False,0
2268,"[3, 1, 4, 2]",sales_rep_38,4,Y,2021-08-25,2022-07-11,2022-11-03,acquire,,False,0
2268,"[3, 1, 4, 2]",sales_rep_38,4,Y,2021-08-25,2022-07-11,2022-11-03,closed/lost,,False,0
