opportunity_id,product_ids,sales_rep_name,client_location_id,new_flag,created_date,update_date,projected_close_date,sales_stage_history,comments,renewal_flag,opportunity_amount
2493,"[2, 1, 3, 4]",sales_rep_14,2,Y,2022-10-05,2022-10-26,2022-11-25,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,10
2494,[1],sales_rep_68,5,N,2021-05-08,2021-11-29,2021-12-09,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,1499487
2495,"[3, 2]",sales_rep_32,7,N,2022-03-04,2022-09-12,2022-10-16,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2496,"[1, 2, 4, 3]",sales_rep_5,4,N,2021-10-23,2022-01-22,2022-05-12,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,150
2497,"[1, 3, 2, 4]",sales_rep_54,3,N,2022-10-04,2022-10-31,2022-11-29,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2498,"[1, 4]",sales_rep_82,8,Y,2021-03-03,2022-10-15,2022-10-30,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,2
2499,"[2, 4, 3]",sales_rep_13,1,N,2021-09-09,2021-09-13,2022-02-08,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,0
2500,"[2, 3]",sales_rep_26,5,N,2021-11-11,2021-11-27,2022-05-09,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,325839
2501,"[3, 2, 1, 4]",sales_rep_67,5,N,2021-10-02,2022-06-03,2022-09-25,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,321
2502,"[3, 4, 2]",sales_rep_47,5,N,2022-03-19,2022-08-12,2022-09-06,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,976
2503,[2],sales_rep_36,2,N,2021-10-12,2021-11-17,2022-04-25,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2504,"[4, 3]",sales_rep_48,9,Y,2022-06-21,2022-07-12,2022-09-14,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2505,"[4, 1, 3]",sales_rep_84,1,Y,2021-04-30,2022-02-06,2022-08-29,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/won']","['', 'difficult deal', '', '', '']",False,3100204
2506,[3],sales_rep_92,4,N,2022-10-30,2022-11-04,2022-11-14,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/won']","['', 'difficult deal', '', '', '']",False,108373
2507,"[3, 1, 2]",sales_rep_34,4,Y,2021-11-29,2022-04-23,2022-05-25,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,3203731
2508,"[4, 3]",sales_rep_27,4,N,2021-08-20,2021-09-26,2022-09-08,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2509,"[2, 3]",sales_rep_88,1,Y,2021-05-12,2022-05-04,2022-06-22,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",True,301925
2510,[4],sales_rep_23,7,Y,2022-01-25,2022-10-27,2022-11-28,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2511,"[2, 3]",sales_rep_23,2,N,2021-06-22,2022-08-21,2022-10-07,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,1672690
2512,"[3, 2, 4, 1]",sales_rep_43,4,N,2021-12-03,2022-01-25,2022-10-07,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,4549460
2513,"[2, 4, 1]",sales_rep_30,6,N,2021-09-29,2022-11-11,2022-11-17,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,226
2514,"[2, 3, 4, 1]",sales_rep_5,8,Y,2021-11-24,2022-01-23,2022-01-29,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,30167
2515,"[2, 3, 4, 1]",sales_rep_18,6,N,2021-06-13,2021-09-06,2022-11-21,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2516,"[3, 2, 4, 1]",sales_rep_72,1,N,2022-07-10,2022-07-21,2022-11-10,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,1180821
2517,"[4, 3, 2, 1]",sales_rep_13,4,Y,2022-05-25,2022-11-05,2022-11-29,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,8
2518,[1],sales_rep_46,5,N,2021-08-08,2022-10-07,2022-10-28,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,258900
2519,"[1, 4]",sales_rep_30,7,Y,2022-04-13,2022-08-03,2022-10-14,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,34
2520,"[1, 2, 4]",sales_rep_60,7,N,2022-06-11,2022-08-21,2022-09-28,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,93425
2521,"[3, 2, 1, 4]",sales_rep_44,9,N,2022-11-05,2022-11-18,2022-11-18,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,7506179
2522,"[3, 2]",sales_rep_1,5,Y,2021-06-26,2022-11-23,2022-11-30,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,1718791
2523,"[3, 4, 1, 2]",sales_rep_88,8,N,2021-04-28,2021-09-27,2022-04-20,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,5930957
2524,"[3, 2, 4]",sales_rep_42,8,N,2021-07-30,2022-09-07,2022-09-21,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2525,"[3, 1, 2, 4]",sales_rep_66,5,Y,2022-06-30,2022-10-09,2022-10-18,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/won']","['', 'difficult deal', '', '', '']",False,51008
2526,"[1, 3]",sales_rep_74,3,N,2022-01-03,2022-11-23,2022-11-30,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2527,"[2, 4, 3, 1]",sales_rep_68,1,N,2022-11-03,2022-11-10,2022-11-14,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,4517930
2528,[4],sales_rep_48,3,N,2021-11-09,2022-05-01,2022-08-27,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,936669
2529,[4],sales_rep_29,6,N,2022-08-26,2022-10-19,2022-11-22,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,1117
2530,[1],sales_rep_1,7,N,2021-05-10,2021-05-16,2022-01-15,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2531,"[2, 1, 4, 3]",sales_rep_62,1,Y,2021-04-07,2021-09-06,2022-07-11,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,1
2532,"[2, 1, 4, 3]",sales_rep_92,5,N,2021-03-05,2021-11-27,2021-12-31,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,142775
2533,"[1, 4, 3]",sales_rep_39,6,Y,2021-07-31,2021-11-29,2022-06-16,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,0
2534,"[3, 2, 1]",sales_rep_19,6,N,2021-09-09,2021-10-11,2022-04-06,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/won']","['', 'difficult deal', '', '', '']",True,328
2535,[3],sales_rep_24,3,N,2021-07-12,2022-09-04,2022-09-07,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,843
2536,"[2, 3]",sales_rep_58,8,N,2022-01-25,2022-02-28,2022-07-02,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,0
2537,"[2, 4, 3]",sales_rep_26,2,Y,2022-01-11,2022-03-10,2022-09-29,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,9550
2538,"[1, 3, 4]",sales_rep_1,5,Y,2022-07-13,2022-07-28,2022-09-30,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,46753
2539,"[1, 2, 4]",sales_rep_72,5,N,2022-08-30,2022-10-20,2022-10-24,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,371134
2540,"[2, 3]",sales_rep_17,7,N,2022-04-04,2022-08-06,2022-08-18,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,3883686
2541,"[3, 2, 4]",sales_rep_44,8,N,2021-11-26,2021-12-26,2022-10-14,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,173
2542,"[3, 4, 2]",sales_rep_49,4,Y,2021-11-26,2022-10-02,2022-11-13,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,1253428
2543,"[2, 3, 1]",sales_rep_8,9,N,2022-02-05,2022-04-29,2022-06-30,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,4296226
2544,"[4, 3]",sales_rep_72,2,Y,2021-08-30,2022-03-13,2022-10-25,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,1896
2545,"[4, 3, 1, 2]",sales_rep_2,1,N,2022-04-10,2022-05-28,2022-08-16,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2546,"[2, 3, 1, 4]",sales_rep_9,5,Y,2022-11-10,2022-11-27,2022-11-27,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,6918
2547,"[2, 3]",sales_rep_25,6,N,2022-03-06,2022-11-12,2022-11-28,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,7907273
2548,"[1, 2, 3, 4]",sales_rep_49,4,Y,2021-07-05,2022-11-18,2022-11-20,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,0
2549,[4],sales_rep_13,5,Y,2021-09-10,2022-11-08,2022-11-18,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,6705611
2550,"[3, 4, 1, 2]",sales_rep_11,9,N,2021-06-07,2022-11-14,2022-11-14,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,10406
2551,[4],sales_rep_38,6,Y,2021-03-09,2021-04-13,2021-04-28,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,35278
2552,"[3, 4]",sales_rep_6,2,N,2021-03-12,2022-01-12,2022-03-13,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,2003198
2553,[4],sales_rep_77,8,Y,2022-04-29,2022-10-13,2022-10-14,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,3312786
2554,"[3, 1]",sales_rep_54,1,N,2021-11-04,2022-02-09,2022-03-06,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,8629016
2555,"[4, 2, 1, 3]",sales_rep_77,8,Y,2021-08-22,2022-03-18,2022-07-21,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,20277
2556,"[3, 4]",sales_rep_32,9,N,2021-09-23,2022-10-22,2022-11-28,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,317
2557,"[2, 1, 4, 3]",sales_rep_15,9,Y,2022-08-16,2022-10-02,2022-10-21,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,1
2558,"[2, 4, 1]",sales_rep_60,9,N,2021-05-08,2021-07-20,2022-10-30,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,3
2559,"[4, 1]",sales_rep_64,6,Y,2022-02-17,2022-07-02,2022-08-14,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/won']","['', 'difficult deal', '', '', '']",False,747595
2560,[1],sales_rep_6,4,Y,2022-11-14,2022-11-19,2022-11-19,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,0
2561,[2],sales_rep_93,2,Y,2022-06-18,2022-10-02,2022-10-11,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,153515
2562,"[1, 2]",sales_rep_41,9,N,2021-02-24,2022-10-27,2022-11-24,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,735
2563,"[1, 3]",sales_rep_75,9,N,2022-02-01,2022-07-17,2022-10-05,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,322052
2564,"[3, 4, 1, 2]",sales_rep_42,4,N,2022-01-09,2022-07-21,2022-10-17,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,6
2565,"[2, 4, 3]",sales_rep_68,3,N,2021-12-27,2022-10-15,2022-11-04,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,3351487
2566,"[3, 4, 2]",sales_rep_78,2,Y,2021-11-04,2022-08-24,2022-09-30,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2567,"[1, 3, 2, 4]",sales_rep_99,9,N,2021-03-07,2021-05-15,2021-09-08,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,18821
2568,"[1, 2, 4, 3]",sales_rep_81,5,N,2022-07-23,2022-10-03,2022-11-19,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,124071
2569,"[1, 2]",sales_rep_14,7,Y,2021-11-13,2021-12-22,2022-07-22,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,2196446
2570,"[2, 1, 3]",sales_rep_36,3,N,2022-05-16,2022-08-24,2022-09-19,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,22772
2571,"[3, 4, 1]",sales_rep_10,5,N,2022-09-08,2022-09-13,2022-10-27,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,806241
2572,"[2, 4]",sales_rep_32,9,Y,2021-11-09,2022-11-19,2022-11-29,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2573,[1],sales_rep_20,6,Y,2021-06-28,2022-03-22,2022-09-23,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,-9999
2574,[1],sales_rep_42,9,Y,2021-11-18,2022-07-02,2022-07-30,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,6119646
2575,[4],sales_rep_36,7,N,2021-06-18,2022-09-05,2022-10-11,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2576,"[2, 4, 1, 3]",sales_rep_100,9,N,2022-07-21,2022-11-29,2022-11-30,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,5317261
2577,"[3, 1]",sales_rep_88,3,Y,2021-11-14,2022-04-19,2022-08-01,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,4
2578,"[3, 1, 2]",sales_rep_84,5,N,2022-08-11,2022-11-29,2022-11-29,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,116425
2579,"[3, 1, 2, 4]",sales_rep_56,7,Y,2021-03-24,2022-01-23,2022-04-13,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,9076
2580,"[4, 1]",sales_rep_50,1,N,2021-02-07,2022-07-18,2022-08-17,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,143
2581,[3],sales_rep_80,9,N,2021-02-26,2022-04-03,2022-07-24,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,23112
2582,[1],sales_rep_8,9,N,2021-10-26,2022-09-25,2022-11-27,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,4474871
2583,"[4, 2, 1, 3]",sales_rep_36,4,Y,2022-11-12,2022-11-24,2022-11-24,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,0
2584,"[3, 2, 1, 4]",sales_rep_26,5,Y,2021-07-19,2021-12-23,2022-08-15,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,212349
2585,"[1, 3]",sales_rep_44,2,N,2022-04-27,2022-09-05,2022-10-27,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,42471
2586,[3],sales_rep_19,9,N,2021-07-09,2022-06-03,2022-11-02,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,8814669
2587,"[2, 4]",sales_rep_80,6,Y,2022-10-02,2022-11-12,2022-11-22,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,41274
2588,"[3, 4, 1]",sales_rep_86,6,N,2022-02-02,2022-07-30,2022-10-25,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,2541945
2589,"[4, 2, 1, 3]",sales_rep_2,8,N,2022-03-29,2022-09-11,2022-10-13,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,126544
2590,"[2, 3, 4]",sales_rep_23,8,N,2022-01-19,2022-06-14,2022-09-06,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,0
2591,"[4, 1, 3]",sales_rep_44,9,N,2022-01-13,2022-05-03,2022-06-30,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,192490
2592,[3],sales_rep_41,3,N,2021-12-29,2022-02-04,2022-03-16,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,115
2593,[4],sales_rep_98,2,N,2022-03-07,2022-11-08,2022-11-28,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,0
2594,"[1, 4, 3]",sales_rep_17,5,N,2021-09-01,2021-10-10,2022-04-22,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,2
2595,"[3, 4, 1, 2]",sales_rep_19,2,N,2021-10-24,2022-02-01,2022-08-28,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,135175
2596,[4],sales_rep_93,3,N,2021-02-06,2022-10-01,2022-11-01,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,115
2597,[1],sales_rep_2,6,Y,2022-03-17,2022-05-21,2022-06-07,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,276347
2598,[2],sales_rep_74,7,Y,2022-01-02,2022-09-25,2022-10-09,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,0
2599,"[4, 3, 2]",sales_rep_36,7,Y,2022-06-05,2022-08-05,2022-08-28,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,8970
2600,[4],sales_rep_24,8,N,2022-07-14,2022-09-09,2022-09-19,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,166153
2601,"[2, 3, 1, 4]",sales_rep_81,8,Y,2022-03-05,2022-09-30,2022-10-11,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,1
2602,"[3, 4]",sales_rep_74,2,N,2022-02-28,2022-11-03,2022-11-30,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,0
2603,"[1, 2]",sales_rep_72,7,Y,2021-08-29,2022-08-27,2022-09-17,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,43
2604,"[3, 2, 4, 1]",sales_rep_66,9,N,2022-04-18,2022-11-16,2022-11-28,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,1212795
2605,"[3, 4, 2, 1]",sales_rep_9,6,N,2021-09-26,2022-04-07,2022-05-31,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,2
2606,[3],sales_rep_2,7,Y,2021-03-18,2022-04-24,2022-08-20,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,431
2607,"[1, 2, 3]",sales_rep_73,6,Y,2022-03-28,2022-10-08,2022-10-22,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,3804
2608,[2],sales_rep_22,6,N,2022-02-27,2022-06-02,2022-07-06,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,255120
2609,"[2, 4]",sales_rep_84,1,N,2021-09-11,2022-07-17,2022-07-22,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,29929
2610,"[2, 1]",sales_rep_84,2,N,2022-11-12,2022-11-16,2022-11-20,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,7191803
2611,"[3, 1, 2]",sales_rep_95,3,N,2021-07-28,2021-10-19,2022-01-03,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,0
2612,[4],sales_rep_17,4,N,2022-08-10,2022-08-18,2022-08-29,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,1415633
2613,"[1, 3]",sales_rep_4,4,N,2022-09-13,2022-11-15,2022-11-20,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,76
2614,[4],sales_rep_74,2,Y,2022-09-26,2022-10-03,2022-10-04,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,2123654
2615,"[3, 2, 4]",sales_rep_47,9,Y,2021-02-22,2022-07-19,2022-10-04,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,0
2616,"[4, 2, 1]",sales_rep_72,9,N,2021-10-27,2022-07-28,2022-10-18,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,33214
2617,"[2, 1, 4]",sales_rep_50,1,Y,2022-05-02,2022-05-20,2022-10-10,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,662591
2618,"[1, 2, 4]",sales_rep_57,7,N,2021-02-12,2022-08-31,2022-10-27,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2619,"[4, 2, 3]",sales_rep_100,3,N,2022-04-06,2022-08-24,2022-09-09,"['prospecting', 'acquire', 'prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', 'difficult deal', '', '', '']",False,7
2620,"[2, 4, 3]",sales_rep_34,7,Y,2022-10-16,2022-10-16,2022-11-03,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,4238142
2621,"[3, 1]",sales_rep_38,9,Y,2022-03-17,2022-07-22,2022-11-15,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,908039
2622,[3],sales_rep_81,1,Y,2021-06-19,2022-06-29,2022-11-14,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,371979
2623,"[4, 3]",sales_rep_95,5,N,2022-08-06,2022-08-11,2022-11-20,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,827374
2624,"[3, 4, 2, 1]",sales_rep_19,5,N,2022-05-15,2022-11-16,2022-11-24,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2625,[4],sales_rep_6,5,Y,2022-09-20,2022-11-18,2022-11-20,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,751
2626,"[3, 4, 1]",sales_rep_20,5,Y,2021-01-25,2021-07-19,2022-09-09,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2627,[1],sales_rep_89,9,N,2021-11-23,2022-11-18,2022-11-23,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,202280
2628,"[1, 3]",sales_rep_100,7,N,2022-09-09,2022-11-14,2022-11-24,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,5281107
2629,[4],sales_rep_49,2,Y,2022-07-13,2022-08-04,2022-08-15,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,0
2630,"[3, 1]",sales_rep_71,2,Y,2021-03-01,2022-02-03,2022-05-10,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,676
2631,"[4, 1, 3, 2]",sales_rep_37,7,N,2022-06-29,2022-08-02,2022-08-21,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,2757
2632,"[2, 3]",sales_rep_11,5,N,2022-09-04,2022-09-04,2022-10-12,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2633,"[2, 3, 1, 4]",sales_rep_82,9,N,2021-06-25,2022-01-05,2022-10-26,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,181216
2634,"[4, 3]",sales_rep_81,8,Y,2022-02-02,2022-11-12,2022-11-29,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,330440
2635,"[4, 1, 3]",sales_rep_32,6,N,2022-07-09,2022-09-15,2022-11-13,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,1169
2636,[3],sales_rep_40,7,Y,2022-01-11,2022-04-29,2022-09-28,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,0
2637,"[3, 1, 2, 4]",sales_rep_34,8,N,2022-09-18,2022-09-27,2022-11-06,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,406
2638,"[4, 1, 3]",sales_rep_22,6,Y,2022-02-22,2022-03-05,2022-09-13,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,5636
2639,"[1, 2, 4, 3]",sales_rep_24,9,Y,2022-05-05,2022-11-18,2022-11-28,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2640,"[3, 4, 2]",sales_rep_4,4,N,2021-02-10,2021-11-10,2022-05-05,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,526315
2641,"[4, 2]",sales_rep_26,5,N,2022-03-22,2022-09-05,2022-09-16,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,523
2642,"[1, 4, 3]",sales_rep_56,2,N,2021-04-11,2022-08-31,2022-09-10,"['prospecting', 'acquire', 'closed/won']","['', '', '']",True,0
2643,"[4, 2]",sales_rep_90,1,Y,2021-02-24,2022-09-27,2022-09-30,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,76
2644,"[4, 1, 3]",sales_rep_94,3,N,2021-06-28,2021-07-12,2021-07-24,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,126460
2645,"[4, 1, 3, 2]",sales_rep_7,8,Y,2021-04-02,2022-02-17,2022-05-20,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,156573
2646,"[2, 3]",sales_rep_70,2,N,2021-10-15,2022-04-16,2022-06-30,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,2646890
2647,"[2, 3]",sales_rep_62,5,N,2021-01-27,2022-06-26,2022-09-16,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",True,1731334
2648,[1],sales_rep_52,3,N,2022-01-12,2022-10-17,2022-11-21,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,5865769
2649,"[4, 2]",sales_rep_70,9,N,2022-07-12,2022-09-05,2022-10-19,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,1303746
2650,[2],sales_rep_35,6,N,2022-01-17,2022-02-01,2022-04-09,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,2
2651,[1],sales_rep_44,8,N,2022-05-13,2022-09-08,2022-09-28,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,2336
2652,[1],sales_rep_24,8,N,2022-06-03,2022-11-17,2022-11-23,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2653,"[4, 2]",sales_rep_92,7,Y,2022-05-26,2022-09-28,2022-10-03,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,104116
2654,"[2, 3, 1]",sales_rep_20,7,N,2022-07-12,2022-11-01,2022-11-26,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
2655,"[2, 4, 3, 1]",sales_rep_90,4,Y,2021-08-15,2021-08-20,2022-10-22,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,672128
2656,"[1, 3, 4, 2]",sales_rep_69,7,Y,2021-07-21,2021-10-12,2022-03-19,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,1026
2657,"[1, 4, 3, 2]",sales_rep_84,8,N,2021-11-10,2022-09-27,2022-10-25,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,7607
2658,"[4, 1, 3]",sales_rep_55,8,N,2022-11-20,2022-11-23,2022-11-26,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,14046
2659,"[4, 2]",sales_rep_16,3,Y,2021-10-05,2022-01-30,2022-06-19,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,2272691
2660,[4],sales_rep_62,2,N,2021-12-31,2022-09-18,2022-10-09,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,34126
2661,"[1, 3, 2, 4]",sales_rep_56,9,N,2022-10-11,2022-10-30,2022-11-19,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,389405
2662,[2],sales_rep_50,2,N,2022-09-15,2022-11-19,2022-11-26,"['prospecting', 'acquire', 'prospecting', 'acquire', 'closed/lost']","['', 'difficult deal', '', '', '']",False,0
2663,[3],sales_rep_83,2,Y,2022-10-26,2022-11-12,2022-11-19,"['prospecting', 'acquire', 'closed/lost']","['', '', '']",False,1775969
2664,[3],sales_rep_90,7,N,2022-09-13,2022-10-06,2022-10-23,"['prospecting', 'acquire', 'closed/won']","['', '', '']",False,0
